HSMV_Report_Number,Agency_Report_Number,Reporting_Agency,Form_Type,Crash_Date,Crash_Time,City,County,Crash_Street,Intersecting_Street,Offset_Distance,Offset_Direction,Crash_Type,Vehicles,Non_Motorists,Fatalities,Injuries,Alcohol_Related,Distraction_Related,Drug_Related,Estimated_Damages,Weather_Condition,Light_Condition,Street_Number,Crash_Type_Detailed,Crash_Type_Dir,Crash_Severity,Within_City_Limits,Manner_of_Collision,First_Harmful_Event,First_HE_Location,First_HE_Relation_to_Jct,First_HE_Within_Interchange,Type_of_Intersection,Road_Sys_Identifier,Type_of_Shoulder,Road_Surf_Cond,Contrib_Circum_Road1,Contrib_Circum_Road2,Contrib_Circum_Road3,Contrib_Circum_Env1,Contrib_Circum_Env2,Contrib_Circum_Env3,School_Bus_Related,Work_Zone_Related,Type_of_Work_Zone,Loc_in_Work_Zone,Workers_in_Work_Zone,Law_Enforcement_in_Work_Zone,Mopeds,Motorcycles,Passengers,Bicyclists,Pedestrians,Fatalities_Unrestrained,Injuries_Unrestrained,Possible_Injuries,Non_Incapacitating_Injuries,Incapacitating_Injuries,Fatalities_30_Days,Non_Traffic_Fatalities,Transported_by_EMS,Transported_by_Law_Enforcement,Transported_by_Other,Citations,Property_Dmg_Amt,Vehicle_Dmg_Amt,S4_Mapping,S4_Decimal_Degree_Longitude,S4_Decimal_Degree_Latitude,S4_Albers_X,S4_Albers_Y,S4_Mapping_Date,FID,ROADWAY,COLOR_CODE,DISTRICT,COUNTYDOT,COUNTY_2,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Len
"88237110",FHPK20OFF013160,FHP,Short,03:14:20,05:56 PM,Unincorporated,Orange,SR-91 (FLORIDA TURNPIKE) SOUTHBOUND,MILE MARKER 254,"2640",North,Unknown,"2","0","0","0",N,N,N,$500,Clear,Daylight,,Unknown,,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,Obstruction in Roadway,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","500","Mapped, On Network",-81.3927407131455,28.41878717373,654907.667605726,492999.58708171,3/29/2020 8:57:38 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88202559",FHPK20OFF005538,FHP,Long,02:02:20,02:06 AM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),CENTRAL FLORIDA PARKWAY,"2640",North,Off Road,"1","0","0","0",Y,N,N,"$20,000",Cloudy,Dark - Not Lighted,,Off Road,S,Property Damage Only,N,Other,Impact Attenuator/Crash Cushion,Shoulder,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","5000","15000","Mapped, On Network",-81.392149981157,28.4172562507843,654969.009231148,492830.827235254,2/13/2020 3:54:44 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88273685",FHPK20OFF005874,FHP,Long,02:04:20,06:24 AM,Orlando,Orange,FLORIDA TURNPIKE (STATE ROAD 91),STATE ROAD 528,"5808",South,Rear End,"3","0","0","0",N,N,N,"$40,050",Clear,Dark - Not Lighted,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","40050","Mapped, On Network",-81.39169179181,28.4162033273275,655016.272806945,492714.866718208,2/18/2020 5:42:07 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88127135",FHPK20OFF009070,FHP,Short,02:21:20,08:35 AM,Orlando,Orange,STATE ROAD 91 ( FLORIDA TURNPIKE),MILE MARKER 251,"0",,Rear End,"2","0","0","0",N,N,N,"$6,000",Rain,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","6000","Mapped, On Network",-81.3895586947998,28.3692225957402,655335.237631253,487502.923340175,3/6/2020 7:45:44 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88315339",FHPK20OFF012570,FHP,Short,03:11:20,03:13 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),MILE MARKER 254 NB ENTRANCE RAMP,"0",,Unknown,"2","0","0","0",N,Y,N,"$1,000",Clear,Daylight,,Unknown,,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1000","Mapped, On Network",-81.4016478495957,28.4283492505694,654014.585643072,494042.902233131,3/29/2020 8:21:08 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88273701",FHPK20OFF014177,FHP,Short,03:22:20,01:20 PM,Orlando,Orange,FLORIDA TURNPIKE (SATE ROAD 91),STATE ROAD 528,"6864",South,Other,"1","0","0","0",N,N,N,"$6,000",Clear,Daylight,,Single Vehicle,N,Property Damage Only,N,Other,Other Non-Fixed Object,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","6000","Mapped, On Network",-81.393490830099,28.4207292659408,654829.782211545,493213.670712233,3/30/2020 5:26:10 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88188388",FHPK20OFF008079,FHP,Long,02:15:20,11:50 PM,Orlando,Orange,STATE ROAD 91(FLORIDA TURNPIKE),STATE ROAD 528(BEACHLINE EXPRESSWAY),"5280",South,Off Road,"1","0","0","0",N,N,N,"$3,500",Clear,Dusk,,Off Road,S,Property Damage Only,N,Other,Concrete Traffic Barrier,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,Y,Work on Shoulder or Median,Transition Area,N,N,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","500","3000","Mapped, On Network",-81.3916654387642,28.4119378458686,655028.868098479,492241.317166181,2/19/2020 11:41:26 AM,,,,,,,,14.000000000000000,15.000000000000000,,
"88204634",FHPK20OFF007000,FHP,Long,02:01:20,03:34 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),STATE ROAD 528 BEACHLINE EXPRESSWAY,"0",,Sideswipe,"2","0","0","0",N,N,N,"$2,300",Clear,Daylight,,Same Direction Sideswipe,N,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2300","Mapped, On Network",-81.3918675150769,28.4168879915154,654997.486700163,492790.522819499,2/13/2020 2:24:01 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88315336",FHPK20OFF010483,FHP,Long,02:28:20,04:50 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),MILE MARKER 255,"0",,Rear End,"2","0","0","0",N,Y,N,"$5,000",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","5000","Mapped, On Network",-81.3976870124045,28.4254432360913,654408.549290099,493728.407181291,3/30/2020 5:26:44 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88200511",FHPK20OFF006647,FHP,Long,02:08:20,02:15 PM,Orlando,Orange,US-441 ON-RAMP TO SR-91,SR-91 (FLORIDAS TURNPIKE),"2500",North,Sideswipe,"2","0","0","0",N,Y,N,"$7,000",Clear,Daylight,,Same Direction Sideswipe,S,Property Damage Only,Y,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","7000","Mapped, On Network",-81.3957720632871,28.4239437886153,654599.248107932,493565.872952122,2/13/2020 3:28:11 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88237106",FHPK20OFF011948,FHP,Long,03:07:20,05:05 PM,Unincorporated,Orange,SR-91 (FLORIDA TURNPIKE),MILE MARKER 254,"1320",South,Off Road,"1","0","0","1",N,Y,N,"$11,500",Clear,Daylight,,Off Road,S,Injury,N,Other,Concrete Traffic Barrier,On Roadway,Non-Junction,N,Not at Intersection,State,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","1","1500","10000","Mapped, On Network",-81.3916367758634,28.4126252896378,655030.055441079,492317.704563025,3/29/2020 9:02:22 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88174640",FHPK20OFF013740,FHP,Long,03:18:20,10:03 PM,Orlando,Orange,SR-91 (FLORIDA TURNPIKE),SR-528 (BEACHLINE EXPRESSWAY),"5280",South,Rear End,"2","0","0","1",N,N,N,"$4,000",Clear,Dark - Not Lighted,,Rear End,N,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,Y,Lane Closure,Transition Area,Y,Y,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","1","0","4000","Mapped, On Network",-81.3913703669743,28.4061715615229,655071.260185066,491601.686477868,3/29/2020 8:59:50 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88273687",FHPK20OFF006210,FHP,Long,02:06:20,11:50 AM,Orlando,Orange,FLORIDA TURNPIKE (STATE ROAD 91),OSCEOLA  PARKWAY,"7920",North,Off Road,"2","0","0","0",N,N,N,"$3,000",Clear,Daylight,,Off Road,S,Property Damage Only,N,"Sideswipe, Same Direction",Concrete Traffic Barrier,Median,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","3000","Mapped, On Network",-81.3898075885685,28.369232773244,655310.872284799,487503.538032228,2/27/2020 4:26:51 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88279138",FHPK20OFF012240,FHP,Long,03:09:20,04:14 PM,Orlando,Orange,STATE ROAD 91(FLORIDAS TURNPIKE),WETHERBEE ROAD,"2640",North,Rear End,"2","0","0","2",N,N,N,"$8,000",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","2","0","0","0","0",$0,$0,"0","1","0","8000","Mapped, On Network",-81.3915196939423,28.3962375604532,655079.996327132,490498.38721074,3/30/2020 5:14:28 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88273697",FHPK20OFF011867,FHP,Long,03:07:20,08:17 AM,Orlando,Orange,FLORIDA TURNPIKE (STATE ROAD 91),STATE ROAD 417,"422",North,Rear End,"2","0","0","0",N,N,N,"$60,000",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,Y,Work on Shoulder or Median,Activity Area,N,N,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","60000","Mapped, On Network",-81.3899141065156,28.3701629721736,655298.268597356,487606.599259378,3/30/2020 5:09:43 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88296462",FHPL20OFF015765,FHP,Long,03:12:20,04:21 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),CENTRAL FLORIDA PARKWAY,"2640",South,Off Road,"1","0","0","1",N,N,N,"$10,000",Clear,Daylight,,Off Road,N,Injury,N,Other,Ditch,Off Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Water (standing/moving),Work Zone,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$1,$0,"0","1","0","10000","Mapped, On Network",-81.391228822884,28.3989870050247,655101.976788349,490804.264825132,3/30/2020 5:29:29 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88279133",FHPK20OFF006986,FHP,Long,02:10:20,02:44 PM,Orlando,Orange,STATE ROAD 91(FLORIDAS TURNPIKE),TAFT VINELAND ROAD,"19536",South,Pedestrian,"2","0","0","0",N,N,N,"$2,000",Clear,Daylight,,Pedestrian,N,Property Damage Only,N,Front to Rear,Pedestrian,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2000","Mapped, On Network",-81.3919092322136,28.416881985928,654993.422723022,492789.769743733,2/13/2020 4:38:51 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88200631",FHPK20OFF010315,FHP,Long,02:27:20,07:50 PM,Orlando,Orange,STATE ROAD 91 (FLORIDA TURNPIKE),MM254,"0",,Rear End,"2","0","0","0",N,N,N,"$15,000",Cloudy,Dusk,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","15000","Mapped, On Network",-81.3988828682095,28.4262148803749,654289.84932739,493811.617707856,3/30/2020 5:29:55 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88168127",FHPK20OFF010034,FHP,Long,02:26:20,02:43 PM,Orlando,Orange,STATE ROAD 91 (FLORIDA TURNPIKE),MM251,"0",,Sideswipe,"2","0","0","0",N,N,N,"$4,000",Cloudy,Daylight,,Same Direction Sideswipe,N,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","4000","Mapped, On Network",-81.3908387984085,28.3802558763425,655184.121345158,488725.31960096,3/29/2020 8:29:39 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88121027",FHPK20OFF008498,FHP,Long,02:18:20,07:31 AM,Unincorporated,Orange,STATE ROAD 91 (FLORIDA TURNPIKE),STATE ROAD 528 (BEACHLINE EXPWY),"2640",South,Rear End,"4","0","0","4",N,Y,N,"$34,000","Fog, Smog, Smoke",Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Through Roadway,N,Not at Intersection,Turnpike/Toll,Paved,Dry,Work Zone,,,Weather Conditions,,,N,Y,Lane Shift/Crossover,Activity Area,Y,N,"0","0","2","0","0","0","0","4","0","0","0","0",$0,$0,"0","3","0","34000","Mapped, On Network",-81.3927954829295,28.4190617854394,654901.668896073,493029.964497032,2/26/2020 4:15:42 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88254962",FHPK20OFF015544,FHP,Long,04:05:20,02:42 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),MILE POST 255,"2640",North,Off Road,"1","0","0","0",N,Y,N,"$16,585",Rain,Daylight,,Off Road,N,Property Damage Only,N,Unknown,Concrete Traffic Barrier,Shoulder,Non-Junction,N,Not at Intersection,State,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","7585","9000","Mapped, On Network",-81.4069712841829,28.4318549739789,653486.057902806,494421.195289467,4/15/2020 2:08:51 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88315340",FHPK20OFF012583,FHP,Short,03:11:20,04:41 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),MILE MARKER 254 ENTRANCE RAMP,"0",,Rear End,"2","0","0","0",N,Y,N,"$5,500",Clear,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","5500","Mapped, On Network",-81.4016729415077,28.4283502975618,654012.130574066,494042.966796294,3/29/2020 8:22:20 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88315348",FHPK20OFF014840,FHP,Long,03:28:20,02:44 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),MILE MARKER 252,"0",,Other,"2","0","0","0",N,N,N,"$2,500",Clear,Daylight,,Other,S,Property Damage Only,N,Other,"Struck by Falling, Shifting Cargo",On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2500","Mapped, On Network",-81.391466195967,28.3956305560803,655086.652938515,490431.10105228,4/7/2020 2:03:35 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88208515",FHPK20OFF010181,FHP,Long,02:27:20,07:29 AM,Orlando,Orange,STATE ROAD 91,STATE ROAD 417,"5280",North,Other,"2","0","0","0",N,Y,N,"$2,000",Clear,Daylight,,Other,N,Property Damage Only,N,Other,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2000","Mapped, On Network",-81.3909588214629,28.3816221309403,655169.174421651,488876.769068258,3/29/2020 8:46:57 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88315345",FHPK20OFF013974,FHP,Long,03:20:20,05:21 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),STATE ROAD 528 (BEACHLINE EXP) ENT,"1214",South,Unknown,"2","0","1","0",N,Y,N,"$10,500",Clear,Daylight,,Unknown,,Fatality,N,Angle,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","1","0","0","0","0","0","0","0","0","1","0",$1,$0,"0","0","5000","5500","Mapped, On Network",-81.4079668571895,28.4324727788545,653387.306176129,494487.74530082,4/15/2020 12:56:39 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88254960",FHPK20OFF013266,FHP,Short,03:15:20,03:16 PM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),MILE POST 251,"2640",North,Other,"2","0","0","0",N,N,N,"$1,000",Clear,Daylight,,Other,S,Property Damage Only,N,Other,Other Non-Fixed Object,On Roadway,Non-Junction,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","4","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1000","Mapped, On Network",-81.3899583330587,28.3705193649982,655293.105673392,487646.078671306,3/30/2020 4:29:15 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88179949",FHPK20OFF017452,FHP,Long,04:24:20,04:59 AM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),BEACHLINE EXPRESSWAY,"10560",South,Off Road,"1","0","0","0",N,N,N,$750,Rain,Daylight,,Off Road,S,Property Damage Only,N,Other,Concrete Traffic Barrier,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Wet,Road Surface Condition,,,Weather Conditions,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","750","Mapped, On Network",-81.3911430741044,28.3982926425954,655111.991893598,490727.345879233,7/19/2020 11:43:36 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88208562",FHPK20OFF016574,FHP,Long,04:16:20,10:35 AM,Orlando,Orange,SR91 (FLORIDA TURNPIKE),MM254,"0",,Off Road,"1","0","0","0",N,N,N,"$4,000",Rain,Daylight,,Off Road,S,Property Damage Only,N,Other,Concrete Traffic Barrier,On Roadway,Non-Junction,Y,Not at Intersection,State,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","4000","Mapped, On Network",-81.4028166277749,28.4290897163726,653898.611099215,494122.710572278,7/20/2020 1:45:58 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88205447",FHPK20OFF006326,FHP,Long,02:07:20,12:37 AM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TPKE),MILE MARKER 253,"500",North,Off Road,"1","0","0","0",N,N,N,"$5,000",Rain,Dark - Lighted,,Off Road,N,Property Damage Only,N,Other,Concrete Traffic Barrier,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Wet,Road Surface Condition,,,Weather Conditions,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","5000","Mapped, On Network",-81.3913052968352,28.3994788879032,655093.34426667,490858.721286582,3/6/2020 8:20:34 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88208517",FHPK20OFF010942,FHP,Long,03:02:20,11:57 AM,Orlando,Orange,STATE ROAD 91,STATE ROAD 528,"1000",South,Other,"1","0","0","1",N,N,N,"$1,000",Clear,Daylight,,Single Vehicle,N,Injury,N,Other,Other Non-Fixed Object,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Turnpike/Toll,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","0","0","1000","Mapped, On Network",-81.392483398369,28.4188920936632,654932.574752709,493011.768460248,3/26/2020 11:57:59 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88290429",FHPD20OFF015126,FHP,Long,02:20:20,05:13 PM,Orlando,Orange,TAFT VINELAND ROAD,SR 91,"40",West,Rear End,"3","0","0","1",N,Y,N,"$1,500",Clear,Daylight,,Rear End,W,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","1","0","1500","Mapped, On Network",-81.3944390208626,28.4214728256282,654735.349856984,493294.270411072,2/24/2020 2:31:36 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88208559",FHPK20OFF010908,FHP,Long,03:02:20,07:20 AM,Orlando,Orange,STATE ROAD 91 (FLORIDA TURNPIKE),MM 251,"0",,Rear End,"2","0","0","0",N,Y,N,"$4,200",Clear,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,Y,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","2","0","4200","Mapped, On Network",-81.3900544109814,28.373305225067,655277.161803901,487955.199107077,3/30/2020 4:30:16 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"83672395",FHPD20OFF019366,FHP,Short,03:04:20,09:20 PM,Orlando,Orange,FL TURNPIKE,US 441,"900",South,Sideswipe,"2","0","0","0",N,N,N,"$2,400",Clear,Dark - Lighted,,Same Direction Sideswipe,S,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Interstate,Paved,Dry,None,,,None,,,N,Y,Work on Shoulder or Median,Activity Area,Y,Y,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","2400","Mapped, On Network",-81.4019620035149,28.4282489855692,653984.113120284,494031.122532522,3/25/2020 12:52:53 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88279137",FHPK20OFF012070,FHP,Long,03:08:20,01:44 PM,Orlando,Orange,STATE ROAD 91(FLORIDAS TURNPIKE),TAFT VINELAND ROAD,"19008",North,Other,"2","0","0","1",N,N,N,"$8,000",Clear,Daylight,,Other,N,Injury,N,Other,Thrown or Falling Object,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","0","0","8000","Mapped, On Network",-81.3919370424315,28.4171202978025,654990.144410838,492816.172430126,3/30/2020 5:14:06 PM,,,,,,,,14.000000000000000,15.000000000000000,,
"88288704",FHPD20OFF012846,FHP,Short,02:13:20,05:07 PM,Orlando,Orange,JOHN YOUNG PKWY SR423,SUBSTATION RD,"200",South,Rear End,"2","0","0","0",N,Y,N,"$2,500",Clear,Dusk,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2500","Mapped, On Network",-81.4259015229095,28.3764331065862,651764.24018533,488228.797132023,2/26/2020 2:14:31 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88299019",FHPD20OFF025271,FHP,Long,03:28:20,09:58 AM,Unincorporated,Orange,COUNTY ROAD 423 (JOHN YOUNG PARKWAY),CENTRAL FLORIDA PARKWAY,"0",,Left Turn,"2","0","0","0",N,N,N,"$6,000",Clear,Daylight,,Left Entering,N,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Intersection,N,Four-Way Intersection,County,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","6000","Mapped, On Network",-81.4242200835647,28.410210005877,651850.324438,491982.564145,4/6/2020 4:34:41 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88292242",FHPD20OFF012046,FHP,Short,02:11:20,08:20 AM,Orlando,Orange,JOHN YOUNG PKWY,CENTRAL FLORIDA PKWY,"50",North,Rear End,"2","0","0","0",N,N,N,$100,Clear,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","100","Mapped, On Network",-81.4242230631143,28.4100993611567,651850.289798977,491970.272908252,3/2/2020 7:46:19 PM,,,,,,,,6.000000000000000,10.000000000000000,,
"88280050",FHPD20OFF011403,FHP,Long,02:08:20,06:53 PM,Orlando,Orange,S JOHN YOUNG PARKWAY,SUBSTATION ROAD,"1320",North,Rear End,"3","0","0","7",N,N,N,"$9,600",Clear,Dusk,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Local,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","4","0","0","0","0","7","0","0","0","0",$0,$0,"0","0","0","9600","Mapped, On Network",-81.4258171301104,28.3798873058244,651764.485869926,488612.498021882,2/24/2020 4:15:39 PM,,,,,,,,6.000000000000000,10.000000000000000,,
